NominalCode,Date,Narrative,Amount
510100 - DFE Revenue Grants,10/03/2023,Minimum Funding Guarantee,-101625.17
510100 - DFE Revenue Grants,11/01/2023,Minimum Funding Guarantee,-101625.17
510100 - DFE Revenue Grants,12/01/2023,Minimum Funding Guarantee,-101625.17
510100 - DFE Revenue Grants,01/03/2024,Minimum Funding Guarantee,-101625.17
510100 - DFE Revenue Grants,02/01/2024,Minimum Funding Guarantee,-101625.17
510100 - DFE Revenue Grants,03/01/2024,Minimum Funding Guarantee,-101625.17
510100 - DFE Revenue Grants,04/02/2024,Minimum Funding Guarantee,-101625.17
510100 - DFE Revenue Grants,05/02/2024,Minimum Funding Guarantee,-101625.17
510100 - DFE Revenue Grants,06/01/2024,Minimum Funding Guarantee,-101625.17
510100 - DFE Revenue Grants,07/02/2024,Minimum Funding Guarantee,-101625.17
510100 - DFE Revenue Grants,08/01/2024,Minimum Funding Guarantee,-101625.73
820370 - ICT Software (not capital),03/28/2024,Student MIS,2158.76
810200 - Curriculum Materials,10/05/2023,Music - Curriculum Materials,984.51
810200 - Curriculum Materials,10/12/2023,Music - Curriculum Materials,350.73
810200 - Curriculum Materials,10/18/2023,Music - Curriculum Materials,56.16
810200 - Curriculum Materials,11/18/2023,Music - Curriculum Materials,208.83
810200 - Curriculum Materials,11/18/2023,Music - Curriculum Materials,208.83
810200 - Curriculum Materials,01/26/2024,Music - Curriculum Materials,57.39
810200 - Curriculum Materials,09/01/2023,Music - Curriculum Materials,184.59
810200 - Curriculum Materials,09/02/2023,Music - Curriculum Materials,118.74
810200 - Curriculum Materials,09/29/2023,Music - Curriculum Materials,1969.01
810200 - Curriculum Materials,10/18/2023,Music - Curriculum Materials,472.64
820150 - Educational software & licences,04/01/2024,Read&Write Reading&Spelling Subscription ,1711.7
820150 - Educational software & licences,11/16/2023,No More Marking subscription ,1118.76
530650 - Sale of goods or services,10/04/2023,Sale of goods or services,-68.92
530650 - Sale of goods or services,10/11/2023,Sale of goods or services,-4.92
530650 - Sale of goods or services,10/17/2023,Sale of goods or services,-92.3
530650 - Sale of goods or services,10/17/2023,Sale of goods or services,-92.3
530650 - Sale of goods or services,10/19/2023,Sale of goods or services,-19.69
530650 - Sale of goods or services,10/27/2023,Sale of goods or services,-7.38
530650 - Sale of goods or services,11/07/2023,Sale of goods or services,-1722.89
530650 - Sale of goods or services,11/15/2023,Sale of goods or services,-123.06
530650 - Sale of goods or services,11/15/2023,Sale of goods or services,-123.06
530650 - Sale of goods or services,11/15/2023,Sale of goods or services,-4.92
530650 - Sale of goods or services,11/16/2023,Sale of goods or services,-123.06
530650 - Sale of goods or services,11/16/2023,Sale of goods or services,-92.3
530650 - Sale of goods or services,12/02/2023,Sale of goods or services,-545.17
530650 - Sale of goods or services,12/06/2023,Sale of goods or services,-956.2
530650 - Sale of goods or services,12/06/2023,Sale of goods or services,-9.85
530650 - Sale of goods or services,12/06/2023,Sale of goods or services,-6.15
530650 - Sale of goods or services,12/07/2023,Sale of goods or services,-116.91
530650 - Sale of goods or services,12/13/2023,Sale of goods or services,-772.22
530650 - Sale of goods or services,12/13/2023,Sale of goods or services,-12.31
530650 - Sale of goods or services,12/13/2023,Sale of goods or services,-6.15
530650 - Sale of goods or services,12/13/2023,Sale of goods or services,-2.46
530650 - Sale of goods or services,12/15/2023,Sale of goods or services,-430.72
530650 - Sale of goods or services,12/20/2023,Sale of goods or services,-17.23
530650 - Sale of goods or services,01/16/2024,Sale of goods or services,-92.3
530650 - Sale of goods or services,02/17/2024,Sale of goods or services,-276.89
530650 - Sale of goods or services,03/01/2024,Sale of goods or services,-3.69
530650 - Sale of goods or services,03/07/2024,Sale of goods or services,-655.53
530650 - Sale of goods or services,03/07/2024,Sale of goods or services,-261.1
530650 - Sale of goods or services,03/14/2024,Sale of goods or services,-6.15
530650 - Sale of goods or services,03/15/2024,Sale of goods or services,-184.59
530650 - Sale of goods or services,03/20/2024,Sale of goods or services,-9.85
530650 - Sale of goods or services,03/23/2024,Sale of goods or services,-6.15
530650 - Sale of goods or services,03/28/2024,Sale of goods or services,-6.15
530650 - Sale of goods or services,04/04/2024,Sale of goods or services,-145.21
530650 - Sale of goods or services,04/04/2024,Sale of goods or services,-25.84
530650 - Sale of goods or services,04/04/2024,Sale of goods or services,-12.31
530650 - Sale of goods or services,04/16/2024,Sale of goods or services,-92.3
530650 - Sale of goods or services,05/10/2024,Sale of goods or services,-1.23
530650 - Sale of goods or services,05/12/2024,Sale of goods or services,-1261.4
530650 - Sale of goods or services,05/16/2024,Sale of goods or services,-51.69
530650 - Sale of goods or services,05/17/2024,Sale of goods or services,-92.3
530650 - Sale of goods or services,05/17/2024,Sale of goods or services,-92.3
530650 - Sale of goods or services,05/17/2024,Sale of goods or services,-2.46
530650 - Sale of goods or services,05/23/2024,Sale of goods or services,-71.38
530650 - Sale of goods or services,05/31/2024,Sale of goods or services,-71.38
530650 - Sale of goods or services,06/06/2024,Sale of goods or services,-13.54
530650 - Sale of goods or services,06/09/2024,Sale of goods or services,-6.15
530650 - Sale of goods or services,06/13/2024,Sale of goods or services,-5.54
530650 - Sale of goods or services,06/15/2024,Sale of goods or services,-92.3
530650 - Sale of goods or services,06/20/2024,Sale of goods or services,-2.46
530650 - Sale of goods or services,06/27/2024,Sale of goods or services,-1.23
530650 - Sale of goods or services,07/07/2024,Sale of goods or services,-516.87
530650 - Sale of goods or services,07/11/2024,Sale of goods or services,-701.46
530650 - Sale of goods or services,07/11/2024,Sale of goods or services,-2.46
530650 - Sale of goods or services,07/13/2024,Sale of goods or services,-6.15
530650 - Sale of goods or services,07/14/2024,Sale of goods or services,-184.59
530650 - Sale of goods or services,07/25/2024,Sale of goods or services,-36.92
530650 - Sale of goods or services,07/25/2024,Sale of goods or services,-8.61
530650 - Sale of goods or services,07/31/2024,Sale of goods or services,-2633.55
530650 - Sale of goods or services,08/02/2024,Sale of goods or services,-24.61
530650 - Sale of goods or services,08/10/2024,Sale of goods or services,-775.3
530650 - Sale of goods or services,08/16/2024,Sale of goods or services,-276.89
820150 - Educational software & licences,12/09/2023,eBook library subscription,820.42
835200 - Admin Supplies & Stationery,11/27/2023,Paper Supplies,6137.78
835200 - Admin Supplies & Stationery,02/11/2024,Paper Supplies,575.2
835200 - Admin Supplies & Stationery,05/26/2024,Paper Supplies,2261.9
835200 - Admin Supplies & Stationery,11/27/2023,Paper Supplies,6137.78
835200 - Admin Supplies & Stationery,02/11/2024,Paper Supplies,623.13
820370 - ICT Software (not capital),09/01/2023,Assets Management MIS,2069.7
820370 - ICT Software (not capital),09/01/2023,SchoolPay annual licence,3304.06
760500 - Appliance Testing,11/01/2023,PAT Testing ,1491.68
855150 - Financial,04/11/2024,Payments service fee,31.33
855150 - Financial,02/14/2024,Payments service fee,35.84
855150 - Financial,07/11/2024,Payments service fee,37.89
855150 - Financial,07/25/2024,Payments service fee,44.8
855150 - Financial,09/20/2023,Payments service fee,60.18
855150 - Financial,01/03/2024,Payments service fee,68.24
855150 - Financial,06/13/2024,Payments service fee,72.63
855150 - Financial,05/30/2024,Payments service fee,73.52
855150 - Financial,10/25/2023,Payments service fee,83.6
855150 - Financial,07/18/2024,Payments service fee,86.29
855150 - Financial,05/16/2024,Payments service fee,89.13
855150 - Financial,10/18/2023,Payments service fee,93.06
855150 - Financial,11/15/2023,Payments service fee,95.84
855150 - Financial,04/18/2024,Payments service fee,97.84
855150 - Financial,05/02/2024,Payments service fee,103.07
855150 - Financial,06/20/2024,Payments service fee,103.14
855150 - Financial,02/21/2024,Payments service fee,104.44
855150 - Financial,04/04/2024,Payments service fee,106.01
855150 - Financial,06/27/2024,Payments service fee,107.64
855150 - Financial,05/23/2024,Payments service fee,118.39
855150 - Financial,01/24/2024,Payments service fee,118.67
855150 - Financial,03/28/2024,Payments service fee,120.25
855150 - Financial,05/09/2024,Payments service fee,121.81
855150 - Financial,03/14/2024,Payments service fee,122.15
855150 - Financial,10/11/2023,Payments service fee,88
855150 - Financial,01/17/2024,Payments service fee,123.84
855150 - Financial,11/22/2023,Payments service fee,124
855150 - Financial,06/06/2024,Payments service fee,126.31
855150 - Financial,03/21/2024,Payments service fee,127.54
855150 - Financial,11/01/2023,Payments service fee,131.96
855150 - Financial,09/27/2023,Payments service fee,36
855150 - Financial,07/04/2024,Payments service fee,139.95
855150 - Financial,09/13/2023,Payments service fee,150.01
855150 - Financial,04/25/2024,Payments service fee,153.52
855150 - Financial,02/28/2024,Payments service fee,154
855150 - Financial,09/06/2023,Payments service fee,25.26
855150 - Financial,01/10/2024,Payments service fee,178.93
855150 - Financial,02/07/2024,Payments service fee,183.88
855150 - Financial,10/04/2023,Payments service fee,120
855150 - Financial,01/31/2024,Payments service fee,193.27
855150 - Financial,11/29/2023,Payments service fee,216.19
855150 - Financial,03/07/2024,Payments service fee,233.46
855150 - Financial,11/08/2023,Payments service fee,282.09
855220 - Payroll,09/25/2023,Payroll service charge ,1678.13
855220 - Payroll,10/25/2023,Payroll service charge ,1678.13
855220 - Payroll,11/25/2023,Payroll service charge ,1678.13
855220 - Payroll,12/25/2023,Payroll service charge ,1678.13
855220 - Payroll,01/25/2024,Payroll service charge ,1678.13
855220 - Payroll,02/25/2024,Payroll service charge ,1678.13
855220 - Payroll,03/25/2024,Payroll service charge ,1678.13
855220 - Payroll,04/25/2024,Payroll service charge ,1678.13
855220 - Payroll,05/25/2024,Payroll service charge ,1678.13
855220 - Payroll,06/25/2024,Payroll service charge ,1678.13
855220 - Payroll,07/25/2024,Payroll service charge ,1678.13
855220 - Payroll,08/25/2024,Payroll service charge ,1678.13
810200 - Curriculum Materials,09/01/2023,PE - Curriculum Materials,132.29
810200 - Curriculum Materials,02/09/2024,PE - Curriculum Materials,427.64
810200 - Curriculum Materials,09/02/2023,PE - Curriculum Materials,533.91
810200 - Curriculum Materials,09/08/2023,PE - Curriculum Materials,145.2
810200 - Curriculum Materials,12/12/2023,PE - Curriculum Materials,295.06
810200 - Curriculum Materials,02/09/2024,PE - Curriculum Materials,427.64
810200 - Curriculum Materials,03/15/2024,PE - Curriculum Materials,799.89
810200 - Curriculum Materials,07/07/2024,PE - Curriculum Materials,1881.21
760650 - Pest Control,09/12/2023,Pest Control,1827.3
760650 - Pest Control,03/03/2024,Pest Control,1827.3
810201 - Printing&photocopying - educational,09/30/2023,Printing&photocopying,2457.54
810201 - Printing&photocopying - educational,10/31/2023,Printing&photocopying,2491.1
810201 - Printing&photocopying - educational,11/30/2023,Printing&photocopying,2371.76
810201 - Printing&photocopying - educational,12/31/2023,Printing&photocopying,2576.87
810201 - Printing&photocopying - educational,01/31/2024,Printing&photocopying,2315.83
810201 - Printing&photocopying - educational,02/29/2024,Printing&photocopying,2602.97
810201 - Printing&photocopying - educational,03/31/2024,Printing&photocopying,2502.29
810201 - Printing&photocopying - educational,04/30/2024,Printing&photocopying,2841.64
810201 - Printing&photocopying - educational,05/31/2024,Printing&photocopying,2450.08
810201 - Printing&photocopying - educational,06/30/2024,Printing&photocopying,2942.33
810201 - Printing&photocopying - educational,07/31/2024,Printing&photocopying,2341.93
810201 - Printing&photocopying - educational,08/31/2024,Printing&photocopying,2875.2
820370 - ICT Software (not capital),09/01/2023,School Message subscription,2088.35
760100 - Grounds Maintenance,07/07/2024,Playground inspection,850
835320 - Postage and Carriage,10/03/2023,Postage and Carriage,242.4
835320 - Postage and Carriage,01/31/2024,Postage and Carriage,268.5
835320 - Postage and Carriage,03/31/2024,Postage and Carriage,783.13
835320 - Postage and Carriage,06/30/2024,Postage and Carriage,574.3
510100 - DFE Revenue Grants,09/01/2023,Pre 16 High Needs Funding,-11075.69
510100 - DFE Revenue Grants,10/03/2023,Pre 16 High Needs Funding,-11075.69
510100 - DFE Revenue Grants,11/01/2023,Pre 16 High Needs Funding,-11075.69
510100 - DFE Revenue Grants,12/01/2023,Pre 16 High Needs Funding,-11075.69
510100 - DFE Revenue Grants,01/03/2024,Pre 16 High Needs Funding,-11075.69
510100 - DFE Revenue Grants,02/01/2024,Pre 16 High Needs Funding,-11075.69
510100 - DFE Revenue Grants,03/01/2024,Pre 16 High Needs Funding,-11075.69
510100 - DFE Revenue Grants,04/02/2024,Pre 16 High Needs Funding,-11075.69
510100 - DFE Revenue Grants,05/02/2024,Pre 16 High Needs Funding,-11075.69
510100 - DFE Revenue Grants,06/01/2024,Pre 16 High Needs Funding,-11075.69
510100 - DFE Revenue Grants,07/02/2024,Pre 16 High Needs Funding,-11075.69
510100 - DFE Revenue Grants,08/01/2024,Pre 16 High Needs Funding,-11075.69
510100 - DFE Revenue Grants,09/01/2023,Prior Attainment,-36545.25
510100 - DFE Revenue Grants,10/03/2023,Prior Attainment,-36545.25
510100 - DFE Revenue Grants,11/01/2023,Prior Attainment,-36545.25
510100 - DFE Revenue Grants,12/01/2023,Prior Attainment,-36545.25
510100 - DFE Revenue Grants,01/03/2024,Prior Attainment,-36545.25
510100 - DFE Revenue Grants,02/01/2024,Prior Attainment,-36545.25
510100 - DFE Revenue Grants,03/01/2024,Prior Attainment,-36545.25
510100 - DFE Revenue Grants,04/02/2024,Prior Attainment,-36545.25
510100 - DFE Revenue Grants,05/02/2024,Prior Attainment,-36545.25
510100 - DFE Revenue Grants,06/01/2024,Prior Attainment,-36545.25
510100 - DFE Revenue Grants,07/02/2024,Prior Attainment,-36545.25
510100 - DFE Revenue Grants,08/01/2024,Prior Attainment,-36545.45
510200 - Pupil Premium,10/10/2023,ESFA Pupil Premium,-56000
510200 - Pupil Premium,04/12/2024,ESFA Pupil Premium,-56000
855350 - Free School Meals - pupil checks,01/04/2024,Pupil Premium check subscription ,3505.28
